date,mktrf,smb,hml,rmw,cma,rf
2024-12-26,0.0001,0.0107,-0.0019,-0.0042,0.0036,0.00017
2024-12-27,-0.0117,-0.0044,0.0057,0.0039,0.0004,0.00017
2024-12-30,-0.0109,0.0025,0.0074,0.0055,0.0014,0.00017
2024-12-31,-0.0046,0.0032,0.0071,0.0033,0.0002,0.00017
2025-01-02,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-02,-0.0016,-0.0002,-0.0032,-0.0065,0.0061,0.00019
2025-01-03,0.0134,0.0029,-0.0094,-0.0126,0.0037,0.00019
2025-01-03,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-06,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-06,0.0055,-0.0062,-0.0033,-0.004,0.0055,0.00019
2025-01-07,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-07,-0.0118,0.0013,0.0084,0.002,-0.0105,0.00019
2025-01-08,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-08,0.001,-0.0059,-0.0012,0.0078,-0.0002,0.00019
2025-01-10,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-10,-0.0155,-0.0082,-0.0019,0.0116,-0.0051,0.00019
2025-01-13,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-13,0.0012,-0.0018,0.012,0.0077,-0.0025,0.00019
2025-01-14,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-14,0.0017,0.0077,0.0165,0.0042,-0.0032,0.00019
2025-01-15,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-15,0.0191,0.0026,0.0009,-0.0058,-0.0028,0.00019
2025-01-16,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-16,-0.0019,0.0015,0.0017,-0.0039,-0.0028,0.00019
2025-01-17,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-17,0.0096,-0.0059,0.0009,-0.0016,0.0008,0.00019
2025-01-21,0.0096,0.0099,-0.0102,-0.0089,0.0034,0.00019
2025-01-21,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-22,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-22,0.0054,-0.0097,-0.0122,0.0006,0.0038,0.00019
2025-01-23,0.0048,-0.0001,-0.0026,-0.0044,0.003,0.00019
2025-01-23,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-24,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-24,-0.0027,0.0006,0.0068,0.0006,-0.006,0.00019
2025-01-27,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-27,-0.0149,0.0032,0.0252,-0.0013,-0.017,0.00019
2025-01-28,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-28,0.0092,-0.0052,-0.0165,-0.0058,0.0051,0.00019
2025-01-29,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-29,-0.0043,0.0022,0.0049,0.004,-0.0053,0.00019
2025-01-30,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-30,0.0058,0.0034,-0.0002,-0.0029,0.0006,0.00019
2025-01-31,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-01-31,-0.0053,-0.0038,-0.0018,-0.0039,-0.0069,0.00019
2025-02-03,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-03,-0.0082,-0.0068,-0.0025,-0.0023,-0.0041,0.00017
2025-02-04,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-04,0.0077,0.0081,-0.0011,-0.0032,-0.0032,0.00017
2025-02-05,0.0039,0.0049,0.003,-0.0038,0.0129,0.00017
2025-02-05,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-06,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-06,0.0029,-0.0056,0.006,0.0033,0.0035,0.00017
2025-02-07,-0.0098,-0.0039,-0.0002,-0.006,0.0014,0.00017
2025-02-07,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-10,0.0066,-0.001,-0.0111,-0.0009,0.0028,0.00017
2025-02-10,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-11,-0.0014,-0.0044,0.013,0.0149,0.0018,0.00017
2025-02-11,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-12,-0.0031,-0.0066,-0.0065,-0.0094,0.0003,0.00017
2025-02-12,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-13,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-13,0.011,0.0022,-0.0017,-0.0033,0.0038,0.00017
2025-02-14,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-14,0.0002,-0.0018,0.0047,-0.0013,0.0075,0.00017
2025-02-18,0.0025,-0.0008,0.0028,-0.0049,0.0016,0.00017
2025-02-18,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-19,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-19,0.0009,-0.0061,-0.0007,0.0047,0.0017,0.00017
2025-02-20,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-20,-0.0061,-0.0054,-0.0014,0.0056,0.0042,0.00017
2025-02-21,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-21,-0.019,-0.0086,0.0077,0.006,0.0007,0.00017
2025-02-24,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-24,-0.0057,-0.0051,0.012,0.0079,-0.0009,0.00017
2025-02-25,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-25,-0.0058,0.0016,0.007,0.0149,-0.0015,0.00017
2025-02-26,0.0002,-0.001,-0.0034,-0.0098,0.0054,0.00017
2025-02-26,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-27,-0.0165,-0.0024,0.0213,0.003,-0.01,0.00017
2025-02-27,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-28,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-02-28,0.0159,-0.0081,0.0013,-0.0046,0.0034,0.00017
2025-03-03,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-03,-0.0193,-0.0093,0.0108,0.0043,-0.0088,0.00016
2025-03-04,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-04,-0.0127,0.0035,-0.021,-0.0022,0.0025,0.00016
2025-03-05,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-05,0.0116,0.0016,-0.0083,-0.0071,-0.0022,0.00016
2025-03-06,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-06,-0.0192,0.0041,0.0092,0.0154,-0.0011,0.00016
2025-03-07,0.0047,-0.0006,-0.0033,0.0055,0.0075,0.00016
2025-03-07,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-10,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-10,-0.029,-0.0018,0.0072,0.0158,0.0033,0.00016
2025-03-11,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-11,-0.0063,0.0079,-0.0013,-0.0119,-0.0045,0.00016
2025-03-12,0.0051,-0.0044,-0.0033,-0.014,0.0049,0.00016
2025-03-12,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-13,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-13,-0.0149,-0.0066,0.0142,0.0008,0.007,0.00016
2025-03-14,0.0221,0.0021,0.0008,-0.0072,0.0009,0.00016
2025-03-14,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-17,0.0072,0.0033,0.0014,-0.0055,0.0005,0.00016
2025-03-17,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-18,-0.0113,0.001,0.0103,0.0037,-0.0018,0.00016
2025-03-18,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-19,0.012,0.0044,-0.0041,-0.0002,-0.0045,0.00016
2025-03-19,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-20,-0.0024,-0.0042,0.0022,-0.0013,0.0018,0.00016
2025-03-20,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-21,0.0008,-0.0044,-0.0071,-0.0007,-0.0029,0.00016
2025-03-21,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-24,0.0193,0.0056,-0.0043,-0.0055,-0.0042,0.00016
2025-03-24,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-25,0.0012,-0.0089,0.0005,0.0017,-0.0068,0.00016
2025-03-25,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-26,-0.0122,0.0009,0.0152,0.0111,-0.0014,0.00016
2025-03-26,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-27,-0.0042,0.0023,0.003,0.0029,-0.0014,0.00016
2025-03-27,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-28,-0.0207,-0.0032,0.004,0.0037,0.0075,0.00016
2025-03-28,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-31,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-03-31,0.004,-0.0085,0.0037,0.0118,-0.0011,0.00016
2025-04-01,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-01,0.004,-0.0044,0.0003,0.0067,-0.0039,0.00017
2025-04-02,0.0081,0.0082,-0.0011,-0.0061,-0.004,0.00017
2025-04-02,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-03,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-03,-0.0513,-0.0164,-0.005,0.0004,-0.0058,0.00017
2025-04-04,-0.0592,0.0199,-0.0024,0.0127,-0.0015,0.00017
2025-04-04,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-07,-0.0023,-0.0074,-0.0024,-0.0067,0.0016,0.00017
2025-04-07,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-08,-0.0167,-0.0118,0.0097,0.0017,-0.003,0.00017
2025-04-08,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-09,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-09,0.0965,-0.0067,-0.0306,-0.0067,0.0056,0.00017
2025-04-10,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-10,-0.0354,-0.0072,-0.0014,0.0063,-0.0053,0.00017
2025-04-11,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-11,0.0176,-0.0038,-0.0101,-0.0007,0.0,0.00017
2025-04-14,0.0079,0.0016,0.0036,-0.0064,0.0008,0.00017
2025-04-14,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-15,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-15,-0.0014,0.0012,0.0045,-0.0087,0.0037,0.00017
2025-04-16,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-16,-0.0222,0.0113,0.0133,0.0007,-0.0067,0.00017
2025-04-17,0.0022,0.0057,0.0074,0.0052,-0.0029,0.00017
2025-04-17,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-21,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-21,-0.024,0.0019,0.0069,-0.0013,0.0014,0.00017
2025-04-22,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-22,0.0256,0.0014,0.0024,-0.0027,-0.0025,0.00017
2025-04-23,0.0175,-0.0013,-0.0066,-0.0109,0.0005,0.00017
2025-04-23,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-24,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-24,0.0214,-0.0004,-0.0094,-0.012,0.0003,0.00017
2025-04-25,0.0064,-0.0047,-0.0115,0.0001,-0.0016,0.00017
2025-04-25,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-28,0.0008,0.0032,0.0014,-0.0002,-0.0017,0.00017
2025-04-28,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-29,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-29,0.0058,-0.0007,-0.0004,-0.0031,-0.0014,0.00017
2025-04-30,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-04-30,0.0003,-0.0086,-0.006,-0.0002,0.0008,0.00017
2025-05-01,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-01,0.0059,0.0025,-0.0029,0.0081,-0.0035,0.00018
2025-05-02,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-02,0.0156,0.0072,0.0029,-0.002,0.0003,0.00018
2025-05-05,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-05,-0.0066,-0.0015,-0.005,0.003,0.0009,0.00018
2025-05-06,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-06,-0.0081,-0.0033,0.0062,0.0139,0.0021,0.00018
2025-05-07,0.004,-0.0032,-0.0004,-0.0037,0.0061,0.00018
2025-05-07,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-08,0.0075,0.0146,-0.0007,-0.0095,0.0009,0.00018
2025-05-08,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-09,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-09,-0.0009,-0.0015,0.0057,0.0041,-0.0033,0.00018
2025-05-12,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-12,0.0336,0.003,-0.0142,0.002,0.0014,0.00018
2025-05-13,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-13,0.0079,-0.0031,-0.0016,-0.0028,0.0055,0.00018
2025-05-14,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-14,0.0008,-0.0083,-0.0087,0.001,0.0025,0.00018
2025-05-15,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-15,0.003,0.0013,0.0044,0.0033,0.0065,0.00018
2025-05-16,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-16,0.0074,0.0004,-0.0043,-0.0048,-0.0001,0.00018
2025-05-19,0.0001,-0.0049,-0.0007,0.0017,-0.0001,0.00018
2025-05-19,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-20,-0.0037,0.0041,-0.0012,-0.0047,0.0002,0.00018
2025-05-20,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-21,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-21,-0.0173,-0.0106,-0.003,0.0072,-0.0046,0.00018
2025-05-22,-0.0001,0.0015,-0.0042,-0.0033,0.0034,0.00018
2025-05-22,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-23,-0.0067,0.0007,0.0039,-0.0033,-0.0002,0.00018
2025-05-23,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-27,0.0003821746031746031,-0.0005277188208616746,-2.201814058960381e-06,-0.00020732653061226187,-4.671201814058993e-06,0.00017070702947844446
2025-05-27,0.0207,0.0046,-0.0028,0.0012,0.0039,0.00018
2025-05-28,-0.0062,-0.0044,-0.0023,-0.0022,0.0025,0.00018
